english_name,arabic_name,meaning,gender
Amr,عمر,"By my life A famous companion had this name, ibn al-Aas who conquered Egypt, also Ibn al-Ala called Zabban, was one of the seven readers of the Quran and an eminent Scholar, Name of Prophet's (pbuh)companion.",male
Amrah,لتي,"Gentle, kind, pleasant, friendly",male
Amri,أمري,"Arabic for one who enlivens a place, one who lives a long live. It is the attribute noun of Aamer. Amri also means one belongs to the Aamer tribe, which is the name of various Arabian tribes.",male
Amro,عمرو,Old Arabic name,male
Amrullah,أمرلله,The order of Allah swt,male
Amsal,أمثال,"High Status, Exalted, Sublime and Superb",male
Amyali,أميلي,"Amyali is an Arabic name for boys and girls that means desirous, ambitious for something.",male
Anahid,أناهيد,Immaculate,male
Anam,أنام,Creatures.,male
Anan,أنا,Clouds.,male
Anaqat,أناقة,Anaqat is a Persian and Urdu name for boys and girls that means elegance.,male
Anar,أنار,Light and Radiance,male
Anas,أنس,"Friend, Affection, love, very sociable, name of one of the Prophet's companions.",male
Anasat,أنصت,"Serenity and Tranquility. BLANKENTER Anasat is a Persian and Urdu name for boys and girls that means tranquility, peace of mind, lack of fear and worry. It is a variant of the Arabic name Anasa.",male
Anasi,أنسي,Friendly and Hospitable,male
Anass,أنس,"friendly, Variant transcription of ANAS",male
Anaya,أني,"Caring, Guardian, Protector",male
Anbas,نبص,Anbas is an Arabic name for boys that means lion.,male
Andaleeb,عندليب,Nightingale (A bird),male
Andalib,عندليب,"Andalib is an Arabic name for boys and girls that means nightingale, which is a type of bird that sings beautifully.",male
Altaaf,ألطاف,Kindness,female
Altaf,ألطاف,"Pl. of Lutf, kindness, grace, favour.",female
Altin,الطين,"Altin is a Turkish name for girls that means gold (the precious metal). The Turkish spelling for this name is A(notice how the i in Turkish doesnt have a dot above it), but it is better to spell it as Altin unless you live in Turkey, since the Turkish spelling requires a Turkish keyboard. Altin is derived from the Turk",female
Altthea,التحية,Sincere,female
Altun,ألتون,"Altun is a Turkic (ancient Turkish) word for girls that means gold, it is also used in Kurdish.",female
Aludra,العدرا,Virgin,female
Alvand,الفند,"Alvand is a Persian name for boys and girls that means powerful, strong, agile. It is the name of a mountain in Kurdistan (near Hamadan in Iran) and the name of a river near Qasr Shirin in Iran.",female
Alveena,ألفينا,"Loved one, cared one, liked.",female
Alvina,ألفينا,"Highest, Height",female
Alwan,ألوان,Up high,female
Alwand,الوند,"Alwand is a Kurdish name for girls that means strong, powerful, agile. It is the Kurdish variant of the Persian name Alvand.",female
Alyaanah,ليانه,"Alyaanah is an Arabic name for girls that means great, high in rank and status.",female
Alyan,ألين,"High Status, Exalted, Sublime and Superb",female
Alzahra,الزهرة,"The illuminated, nickname of the Prophet's daughter, Fatimah",female
Alzena,الزينة,a woman,female
Alzubra,الزبر,A star in the constellation Leo,female
Amah,عامه,"Slave, Daughter of Khalid bin Saeed, a woman companion, daughter of companion, had this name She was born in Habshah, and was married to Az-Zubayr bin Al-Awwam",female
Amalia,عملية,Aspirations,female
Amalillah,عمليلله,Hope with allah,female
Aman,أمان,"Trust, Safety, Protection, Tranquility, Peace of mind",female
Amanaat,أمانات,"Amanaat is a direct Quranic name for girls that means trust, devotion, guardianship, loyalty. The word Amanaat is used four times in the Quran.",female
Amanah,أمانه,Loyal and Trustworthy,female
Amanat,أمانة,"Something given in trust, deposit, security",female
Amanatullah,أماناتلله,"Amanatullah is an Arabic name for girls that means Gods charge, Gods consignment, something that is given to you by God to care for and protect.",female
Amani,أماني,"Hopes, Wishes, aspirations ,Security, Trust , fancy",female
Amanullah,أمانلله,"Trust, care of Allah, protection of Allah.",female
Amara,عمارة,"large group of ships sailing together, tribe.",female
Amat,أمة,"Servant (female), A prefix used with attributes of Allah Almighty to form compound names, eg. Amatul Aziz, servant of Aziz (The Powerful)",female
Amatullah,مطوله,Female servant of Allah,female
Amaya,أمية,Night Rain,female
Andalus,أندلس,Andalus is an Arabic name for boys and girls that refers to Muslim Spain and other European areas that were under Islamic rules for 800 years. The origin of the word is uncertain and may come from an ancient Germanic language.,male
Andalusi,أندلسي,Andalusi is an Arabic name for boys and girls that means one who is from Andalus. Andalus was the name of Spain and other European countries which were under Muslim rule for 800 years.,male
Andam,أنضم,Forever.,male
Andlib,عندليب,"A bird, one who is always happy",male
Aneen,أنين,"Good, Hello.",male
Aneeq,أنيق,"Valueable, Attractive, Sociable, Stylish, Elegant, Graceful.",male
Anees,أنيس,"Intimate, friendly",male
Aneesh,أنيسه,"Companion, affectionate friend, name of a sahaabi",male
Anfa,أنفا,"High Status, Exalted, Sublime and Superb",male
Anfani,انفعني,Dignified,male
Anfas,أنفاس,"Anfas is an indirect Quranic name for boys and girls that means spirits, souls, breaths. Anfas is derived from the N-F-S root which is used in many places in the Quran.",male
Angar,عنجر,Embers.,male
Anhar,أنهار,Anhar is an Arabic name for boys and girls that means rivers. It is the plural of nahr (river.,male
Anif,عنيف,"Lofty,Noble,Sahabi",male
Aniq,أنيق,"Neat, elegant, smart.",male
Anis,أنيس,"Friend, close companion, sociable, intimate friend, companion.",male
Anise,أنيس,gracious,male
Anjab,أنجب,"Praiseworthy, Noble, Descendant",male
Anjam,أنجم,Stars,male
Anjud,أنجود,Highland and Plateau,male
Anjudi,أنجود,"Highland and Plateau. Anjudi is an Arabic name for boys that means one who comes from the highlands, an area of land that is like a highland. It is the attributive form of Anjud.",male
Anjum,أنجم,"Plural of Najm, stars.",male
Anmar,أنمار,"Anmar is an Arabic name for boys and girls that means tigers, it is the plural of namr (tiger).",male
Anouar,أنوار,shining,male
Anoush,أنوش,Eternal.,male
Anoushiravan,نشرفا,"Anoushiravan is a Persian name for boys that means eternal, immortal, everlasting. It is the name of an emperor of Persia known as Khosrau I in English.",male
Ans,أنس,Friend Name of a Sahabi,male
Ansaar,أنصار,"Pl. of Nasir, friend, patron, supporter.",male
Ansab,أنسب,"Ansab is an Arabic name for boys and girls that means more appropriate, better, worthier. It is derived from the N-S-B root which is used in the Quran. This name should NOT be pronounced as an-saab, because this changes the meaning to idols, statues worshiped by pagans, which is not a good meaning.",male
Ansah,أنصح,The Freed slave of the Prophet PBUH had this name.,male
Afifah,عفيفه,"Chaste, modest ,Another name for hazrat fatimah zahra",female
Afizah,فيزه,A person who knows the recital of the quran,female
Afkar,أفكار,"Destitue, poor.",female
Afnan,أفنان,Growth and Progress,female
Afraa,عفراء,"White, Exalted, Highest social standing",female
Afrah,أفراح,"Celebrations, festivals , Pl. of Farah, joy, happiness , one who has pleasant dreams, imaginative.",female
Afraima,أفرايم,Arabic name,female
Afreeda,آفريده,"Created, brought into being,Produced",female
Afrin,عفرين,"Beautiful, Brave, Acclaim ,Stimulation, Praise, lucky , encouragement",female
Afrisham,فرصهم,Afrisham is a Persian name for girls that means silk. It is a literary synonym of the Persian word Abrisham (the common word for silk).,female
Afrouz,أفرز,"Afrouz is a Persian name for girls that means illuminating (one who illuminates), enlightening, kindling.",female
Afroz,أفرز,Illuminated.,female
Afroza,أفرز,"Burning, polishing , Light from fire.",female
Afroze,أفرز,"Lightening, enlightening.",female
Afrozeh,أفرزه,"Afrozeh is a Persian name for girls that means that which illuminates, bringer of light, fire blaze.",female
Afsa,أفصى,"Transparent, clear.",female
Afsah,أفصح,"Eloquent, Very polite.",female
Afsana,فسنة,"Story , Fable, fiction, romance.",female
Afsanah,فسنة,"Tale, legend, fiction",female
Afsaneh,فسنه,A fairy tale.,female
Afsar,أفسر,Crown.,female
Afshan,فشن,Adornment aids,female
Afsheen,أفصح,Shine like a star,female
Afshin,فشن,"Afshin is a Persian and Turkish given name, derived from the princely title of the rulers of Osrusana at the time of the Muslim conquest.",female
Afsoon,عفص,"Charm, spell, bewitchment",female
Afza,أفز,"one who brings plenty, one who causes an increase (in goodness)",female
Afzoon,أفز,"Afzoon is a Persian name for girls that means plenty, much, lack of need, opposite of scarcity.",female
Aghala,أغلى,Pleasing.,female
Agharid,أغاريد,Agharidأغاريد,female
Aghigh,غيغ,Name of a stone,female
Arya,عارية,"Arya is a word that in Sanskrit, Avestan and Old Persian means noble and excellent.",female
Aryan,عرين,Of Utmost Strength.,female
Aryisha,عريسها,Under tree/umberalla,female
Arz,أرز,"Arz is an Arabic name for boys and girls that means mountain. It also means breadth, width, as opposed to length.",female
Arzanda,رزاندا,"Arzanda is a Persian name for girls that means precious, worthy. It is a variant of Arzandeh.",female
Arzandeh,رزانده,"Arzandeh is a Persian name for girls that means precious, valuable. Figuratively it means worthy, respected.",female
Asa,أسا,"Asa is a Persian name for boys and girls that means similarity, likeness. It also means beautification, adornment. Asa also means might, power, capability.",female
Asaalat,أسالت,"Noble, Admirable and Praiseworthy | Smart, Creative and Innovative. BLANKENTER Asaalat is an indirect Quranic name for girls that means originality, nobleness, greatness. It is a variant of the Arabic girl name Asala.",female
Asadah,أسعده,Asadah is an Arabic name for girls that means lioness (female lion).,female
Asah,أصح,"Asah is an Arabic name for boys and girls that means more correct, more proper, healthier.",female
Asal,أسأل,Honey,female
Asala,أصالة,"Noble, Admirable and Praiseworthy | Smart, Creative and Innovative",female
Asalah,أصاله,"Nobility of descent ,Purity",female
Asali,أصلي,"Asali is an Arabic, Persian and Urdu name for girls that means honey-like, made of honey. It is derived from the AIN-S-L Quranic root.",female
Asar,أثر,Fourth Prayer of the day,female
Asareh,أسره,"Asareh is a Luri (a Persian language) name for girls that means star, planet, any bright celestial object in the night sky.",female
Asas,أساس,Foundation,female
Asbah,أصبح,Beautiful and Radiant,female
Asdaf,أصداف,Asdaf is an indirect Quranic name for girls that means seashells. It is the plural of the girl name Sadaf.,female
Aseel,أسيل,"Noble, Of a good family, Genuine, Pure",female
Aseela,أصيلة,"Of noble origin, highborn, pure fem. of Asil.",female
Aseelah,أصيله,"One belonging to a great heritage and family ,Noble, Genuine, Pure",female
Asfa,أسفة,"Tanned sun burned, Bin Asla had this name, he was a narrator of Hadith.",female
Asfia,عسفيا,"Pure, enduring, respectable.",female
Asfiya.,عسفيا.,"Pure. Asfiya is an Arabic name for girls and less commonly for boys that means pure ones, just ones, holy ones. It is the plural of Safee. When spelling it in English, the name should not have an h at the end (thus Asfiyah is wrong).",female
Asfour,عصفور,Asfour is an Urdu name for boys and girls that means bird. It is the Urdu pronunciation of the Arabic word Osfoor.,female
Asfoureh,عصفوره,Asfoureh is an Urdu name for girls that means bird. It is the Urdu pronunciation of the Arabic word Osfoorah.,female
Asgari,أصغر,Devotee,female
Asghia,أصغي,"Pious people, modest people.",female
Asha,عشا,"Asha is a Persian name for boys and girls. It is a synonym of Asa and means similarity, likeness, adornment.",female
Ashadieeyah,شاديه,"Princess, cute, perfect",female
Ashalina,سحالينا,"Sweet, always living, shy, loving",female
Ashbah,أشباه,Pearl,female
Asheeqa,عشيقة,Asheeqa is an Arabic name for girls that can mean both lover and beloved.,female
Asheeyana,أشين,"House, nest",female
Ashena,عشنا,"Ashena is a Persian name for girls that means friend, acquaintance. It is a variant of the name Ashna and both have the same meaning, but slightly different pronunciations.",female
Ashika,عشيقة,Love,female
Ashiqa,عشيقة,"Very friendly, which stays very close.",female
Ashiqah,عشيقه,"Ashiqah is an Arabic name for girls that means lover, in love, obsessed.",female
Ashira,عشرة,Wealthy,female
Ashiya,أشعيا,Life and Alive. BLANKENTER Ashiya is an Urdu name for girls that is made up of the two names Aisha and Asiya. You can use Ashiya as a variant of either of these two names. You can also use it as a variant of both of them.,female
Ashna,عشنا,Beautiful.,female
Ashofta,شفت,"Ashofta is an Urdu name for girls that means excited, anxious, in love, confused. Ashofta is the Urdu variant of the Persian name Ashofteh.",female
Ashofteh,شفته,"Ashofteh is a Persian name for girls that means excited, anxious, in love, confused.",female
Ashraf,أشرف,"More honourable, most distinguished, eminent more nobler.",female
Ashti,اشتي,Ashti is a Kurdish name for boys and girls that means peace.,female
Ashwaq,أشواق,"Ashwaq is an indirect Quranic name for boys and girls that means longings, yearnings. It is the plural of Shawq (longing).",female
Asifa,أسفة,"Storm, Hurricane.",female
Asilah,أسئله,"Noble origin, pure",female
Asili,أصيل,Original,female
Asima,أسمى,"Safe, chaste, protector, guardian fem. of Asim.",female
